,Leadferret Industry,Metadata Indsutry,count
0,ACCOUNTING, MEDIA,1
1,ACCOUNTING,ACCOUNTING,16
2,ACCOUNTING,AEROSPACE AND DEFENSE,1
3,ACCOUNTING,BANKING,1
4,ACCOUNTING,COMMUNICATIONS EQUIPMENT,4
5,ACCOUNTING,DIVERSIFIED CONSUMER SERVICES,3
6,ACCOUNTING,DIVERSIFIED FINANCIAL SERVICES,20
7,ACCOUNTING,FOOD AND BEVERAGES,1
8,ACCOUNTING,FOOD PRODUCTS,1
9,ACCOUNTING,GAS UTILITIES,1
10,ACCOUNTING,GOVERNMENT ADMINISTRATION,1
11,ACCOUNTING,HEALTH CARE PROVIDERS AND SERVICES,1
12,ACCOUNTING,HOSPITAL AND HEALTH CARE,1
13,ACCOUNTING,INSURANCE,2
14,ACCOUNTING,INTERNET SOFTWARE AND SERVICES,4
15,ACCOUNTING,LEGAL SERVICES,1
16,ACCOUNTING,PHARMACEUTICALS,1
17,ACCOUNTING,PROFESSIONAL SERVICES,6
18,ACCOUNTING,RETAIL,1
19,ACCOUNTING,SPECIALIZED CONSUMER SERVICES,1
20,ACCOUNTING,SPECIALTY RETAIL,1
21,ACCOUNTING,TELECOMMUNICATIONS,1
22,ACCOUNTING,WIRELESS TELECOMMUNICATION SERVICES,1
23,AIRLINES/AVIATION,AEROSPACE AND DEFENSE,4
24,AIRLINES/AVIATION,AIRLINES,24
25,AIRLINES/AVIATION,AIRLINES/AVIATION,49
26,AIRLINES/AVIATION,AUTOMOTIVE,1
27,AIRLINES/AVIATION,AVIATION AND AEROSPACE,1
28,AIRLINES/AVIATION,COMPUTER SOFTWARE,1
29,AIRLINES/AVIATION,FINANCIAL SERVICES,1
30,AIRLINES/AVIATION,GAS UTILITIES,1
31,AIRLINES/AVIATION,GOVERNMENT ADMINISTRATION,1
32,AIRLINES/AVIATION,"HOTELS, RESTAURANTS AND LEISURE",3
33,AIRLINES/AVIATION,INTERNET SOFTWARE AND SERVICES,2
34,AIRLINES/AVIATION,"LEISURE, TRAVEL AND TOURISM",1
35,AIRLINES/AVIATION,METALS AND MINING,1
36,AIRLINES/AVIATION,PHARMACEUTICALS,1
37,AIRLINES/AVIATION,REAL ESTATE,1
38,ALTERNATIVE DISPUTE RESOLUTION,ALTERNATIVE DISPUTE RESOLUTION,1
39,ALTERNATIVE DISPUTE RESOLUTION,BUILDING MATERIALS,1
40,ALTERNATIVE DISPUTE RESOLUTION,SPECIALIZED CONSUMER SERVICES,1
41,ALTERNATIVE MEDICINE,"HEALTH, WELLNESS AND FITNESS",1
42,ANIMATION,ANIMATION,1
43,ANIMATION,COMPUTER SOFTWARE,1
44,ANIMATION,INTERNET SOFTWARE AND SERVICES,1
45,ANIMATION,MEDIA,4
46,APPAREL AND FASHION,AEROSPACE AND DEFENSE,1
47,APPAREL AND FASHION,APPAREL AND FASHION,39
48,APPAREL AND FASHION,BANKS,1
49,APPAREL AND FASHION,CAPITAL MARKETS,1
50,APPAREL AND FASHION,COMMUNICATIONS EQUIPMENT,1
51,APPAREL AND FASHION,CONSTRUCTION AND ENGINEERING,1
52,APPAREL AND FASHION,EDUCATION SERVICES,1
53,APPAREL AND FASHION,HEALTH CARE EQUIPMENT AND SUPPLIES,2
54,APPAREL AND FASHION,HIGHER EDUCATION,1
55,APPAREL AND FASHION,"HOTELS, RESTAURANTS AND LEISURE",2
56,APPAREL AND FASHION,INTERNET SOFTWARE AND SERVICES,4
57,APPAREL AND FASHION,LOGISTICS AND SUPPLY CHAIN,1
58,APPAREL AND FASHION,MEDICAL DEVICES,1
59,APPAREL AND FASHION,PHARMACEUTICALS,1
60,APPAREL AND FASHION,PROFESSIONAL SERVICES,1
61,APPAREL AND FASHION,RETAIL,2
62,APPAREL AND FASHION,"TEXTILES, APPAREL AND LUXURY GOODS",58
63,ARCHITECTURE AND PLANNING,ARCHITECTURE AND PLANNING,2
64,ARCHITECTURE AND PLANNING,AUTOMOTIVE,1
65,ARCHITECTURE AND PLANNING,COMMUNICATIONS EQUIPMENT,2
66,ARCHITECTURE AND PLANNING,CONSTRUCTION,1
67,ARCHITECTURE AND PLANNING,CONSTRUCTION AND ENGINEERING,2
68,ARCHITECTURE AND PLANNING,EDUCATION SERVICES,1
69,ARCHITECTURE AND PLANNING,FINANCIAL SERVICES,1
70,ARCHITECTURE AND PLANNING,FOOD AND STAPLES RETAILING,1
71,ARCHITECTURE AND PLANNING,INTERNET SOFTWARE AND SERVICES,1
72,ARCHITECTURE AND PLANNING,PROFESSIONAL SERVICES,9
73,ARTS AND CRAFTS,ARTS AND CRAFTS,1
74,ARTS AND CRAFTS,GOVERNMENT ADMINISTRATION,1
75,ARTS AND CRAFTS,INTERNET SOFTWARE AND SERVICES,1
76,ARTS AND CRAFTS,METALS AND MINING,1
77,ARTS AND CRAFTS,RETAIL,1
78,ARTS AND CRAFTS,"TEXTILES, APPAREL AND LUXURY GOODS",1
79,AUTOMOTIVE,AEROSPACE AND DEFENSE,1
80,AUTOMOTIVE,AUTOMOTIVE,144
81,AUTOMOTIVE,BROADCAST MEDIA,1
82,AUTOMOTIVE,COMMUNICATIONS EQUIPMENT,1
83,AUTOMOTIVE,COMPUTER SOFTWARE,1
84,AUTOMOTIVE,CONSTRUCTION AND ENGINEERING,1
85,AUTOMOTIVE,DIVERSIFIED CONSUMER SERVICES,1
86,AUTOMOTIVE,FOOD AND STAPLES RETAILING,1
87,AUTOMOTIVE,FOOD PRODUCTS,1
88,AUTOMOTIVE,"HOTELS, RESTAURANTS AND LEISURE",1
89,AUTOMOTIVE,HOUSEHOLD DURABLES,1
90,AUTOMOTIVE,INDUSTRIAL CONGLOMERATES,2
91,AUTOMOTIVE,INSURANCE,1
92,AUTOMOTIVE,INTERNET SOFTWARE AND SERVICES,2
93,AUTOMOTIVE,MACHINERY,3
94,AUTOMOTIVE,MANAGEMENT CONSULTING,1
95,AUTOMOTIVE,MARKETING AND ADVERTISING,1
96,AUTOMOTIVE,MECHANICAL OR INDUSTRIAL ENGINEERING,3
97,AUTOMOTIVE,MEDICAL DEVICES,1
98,AUTOMOTIVE,METALS AND MINING,1
99,AUTOMOTIVE,PROFESSIONAL SERVICES,1
100,AUTOMOTIVE,PUBLISHING,1
101,AUTOMOTIVE,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
102,AUTOMOTIVE,"TEXTILES, APPAREL AND LUXURY GOODS",1
103,AUTOMOTIVE,TRANSPORTATION,2
104,AVIATION AND AEROSPACE,AEROSPACE AND DEFENSE,10
105,AVIATION AND AEROSPACE,AIRLINES,2
106,AVIATION AND AEROSPACE,AIRLINES/AVIATION,1
107,AVIATION AND AEROSPACE,AVIATION AND AEROSPACE,14
108,AVIATION AND AEROSPACE,COMMERCIAL SERVICES AND SUPPLIES,1
109,AVIATION AND AEROSPACE,DIVERSIFIED CONSUMER SERVICES,2
110,AVIATION AND AEROSPACE,ELECTRICAL/ELECTRONIC MANUFACTURING,1
111,AVIATION AND AEROSPACE,INTERNET SOFTWARE AND SERVICES,3
112,AVIATION AND AEROSPACE,LOGISTICS AND SUPPLY CHAIN,1
113,AVIATION AND AEROSPACE,METALS AND MINING,2
114,AVIATION AND AEROSPACE,PROFESSIONAL SERVICES,1
115,BANKING,BANKING,130
116,BANKING,BANKS,43
117,BANKING,CAPITAL MARKETS,1
118,BANKING,COMPUTER SOFTWARE,1
119,BANKING,DIVERSIFIED FINANCIAL SERVICES,40
120,BANKING,FINANCIAL SERVICES,3
121,BANKING,GAS UTILITIES,1
122,BANKING,HOUSEHOLD DURABLES,1
123,BANKING,INSURANCE,1
124,BANKING,INTERNET SOFTWARE AND SERVICES,3
125,BANKING,INVESTMENT BANKING,1
126,BANKING,MEDIA,1
127,BANKING,"TEXTILES, APPAREL AND LUXURY GOODS",1
128,BANKING,TRANSPORTATION,1
129,BIOTECHNOLOGY,AEROSPACE AND DEFENSE,1
130,BIOTECHNOLOGY,BANKS,1
131,BIOTECHNOLOGY,BIOTECHNOLOGY,48
132,BIOTECHNOLOGY,CHEMICALS,3
133,BIOTECHNOLOGY,EDUCATION SERVICES,1
134,BIOTECHNOLOGY,ELECTRICAL EQUIPMENT,1
135,BIOTECHNOLOGY,FOOD AND STAPLES RETAILING,1
136,BIOTECHNOLOGY,FOOD PRODUCTION,1
137,BIOTECHNOLOGY,FOOD PRODUCTS,1
138,BIOTECHNOLOGY,HEALTH CARE PROVIDERS AND SERVICES,3
139,BIOTECHNOLOGY,HOSPITAL AND HEALTH CARE,1
140,BIOTECHNOLOGY,INDUSTRIAL CONGLOMERATES,2
141,BIOTECHNOLOGY,INTERNET SOFTWARE AND SERVICES,2
142,BIOTECHNOLOGY,MANAGEMENT CONSULTING,1
143,BIOTECHNOLOGY,MARKETING AND ADVERTISING,1
144,BIOTECHNOLOGY,PERSONAL PRODUCTS,1
145,BIOTECHNOLOGY,PHARMACEUTICALS,23
146,BIOTECHNOLOGY,SPECIALIZED CONSUMER SERVICES,1
147,BIOTECHNOLOGY,TRANSPORTATION,1
148,BIOTECHNOLOGY,UTILITIES,1
149,BROADCAST MEDIA,BROADCAST MEDIA,29
150,BROADCAST MEDIA,COMMUNICATIONS EQUIPMENT,5
151,BROADCAST MEDIA,COMPUTER SOFTWARE,1
152,BROADCAST MEDIA,DIVERSIFIED TELECOMMUNICATION SERVICES,5
153,BROADCAST MEDIA,INTERNET SOFTWARE AND SERVICES,3
154,BROADCAST MEDIA,LEISURE PRODUCTS,1
155,BROADCAST MEDIA,MEDIA,21
156,BROADCAST MEDIA,MEDIA PRODUCTION,2
157,BUILDING MATERIALS,AUTOMOTIVE,1
158,BUILDING MATERIALS,BUILDING MATERIALS,38
159,BUILDING MATERIALS,CHEMICALS,3
160,BUILDING MATERIALS,CONSTRUCTION,2
161,BUILDING MATERIALS,CONSTRUCTION AND ENGINEERING,1
162,BUILDING MATERIALS,DIVERSIFIED CONSUMER SERVICES,3
163,BUILDING MATERIALS,ELECTRICAL EQUIPMENT,1
164,BUILDING MATERIALS,ENVIRONMENTAL SERVICES,1
165,BUILDING MATERIALS,HOUSEHOLD DURABLES,1
166,BUILDING MATERIALS,INDUSTRIAL CONGLOMERATES,2
167,BUILDING MATERIALS,MACHINERY,1
168,BUILDING MATERIALS,MECHANICAL OR INDUSTRIAL ENGINEERING,1
169,BUILDING MATERIALS,PAPER AND FOREST PRODUCTS,2
170,BUILDING MATERIALS,PERSONAL PRODUCTS,1
171,BUILDING MATERIALS,PROFESSIONAL SERVICES,1
172,BUILDING MATERIALS,SPECIALTY RETAIL,2
173,BUSINESS SUPPLIES AND EQUIPMENT,BUSINESS SUPPLIES AND EQUIPMENT,6
174,BUSINESS SUPPLIES AND EQUIPMENT,COMMERCIAL SERVICES AND SUPPLIES,2
175,BUSINESS SUPPLIES AND EQUIPMENT,COMMUNICATIONS EQUIPMENT,1
176,BUSINESS SUPPLIES AND EQUIPMENT,CONTAINERS AND PACKAGING,1
177,BUSINESS SUPPLIES AND EQUIPMENT,DIVERSIFIED CONSUMER SERVICES,2
178,BUSINESS SUPPLIES AND EQUIPMENT,ELECTRICAL EQUIPMENT,1
179,BUSINESS SUPPLIES AND EQUIPMENT,GOVERNMENT ADMINISTRATION,1
180,BUSINESS SUPPLIES AND EQUIPMENT,"HOTELS, RESTAURANTS AND LEISURE",1
181,BUSINESS SUPPLIES AND EQUIPMENT,INDUSTRIAL CONGLOMERATES,3
182,BUSINESS SUPPLIES AND EQUIPMENT,INFORMATION TECHNOLOGY AND SERVICES,1
183,BUSINESS SUPPLIES AND EQUIPMENT,INTERNET SOFTWARE AND SERVICES,3
184,BUSINESS SUPPLIES AND EQUIPMENT,OIL AND ENERGY,1
185,BUSINESS SUPPLIES AND EQUIPMENT,PRINTING,1
186,BUSINESS SUPPLIES AND EQUIPMENT,PROFESSIONAL SERVICES,2
187,BUSINESS SUPPLIES AND EQUIPMENT,RETAIL,1
188,BUSINESS SUPPLIES AND EQUIPMENT,SPECIALTY RETAIL,1
189,BUSINESS SUPPLIES AND EQUIPMENT,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
190,BUSINESS SUPPLIES AND EQUIPMENT,TOBACCO,1
191,BUSINESS SUPPLIES AND EQUIPMENT,TRANSPORTATION,1
192,CAPITAL MARKETS,BANKS,1
193,CAPITAL MARKETS,CAPITAL MARKETS,6
194,CAPITAL MARKETS,DIVERSIFIED CONSUMER SERVICES,1
195,CAPITAL MARKETS,GAS UTILITIES,1
196,CAPITAL MARKETS,UTILITIES,1
197,CHEMICALS,CHEMICALS,68
198,CHEMICALS,CONSTRUCTION AND ENGINEERING,2
199,CHEMICALS,DIVERSIFIED CONSUMER SERVICES,1
200,CHEMICALS,FACILITIES SERVICES,1
201,CHEMICALS,FOOD AND BEVERAGES,1
202,CHEMICALS,FOOD PRODUCTION,1
203,CHEMICALS,FOOD PRODUCTS,3
204,CHEMICALS,GAS UTILITIES,1
205,CHEMICALS,HEALTH CARE PROVIDERS AND SERVICES,2
206,CHEMICALS,INDUSTRIAL CONGLOMERATES,7
207,CHEMICALS,INTERNET SOFTWARE AND SERVICES,1
208,CHEMICALS,PERSONAL PRODUCTS,1
209,CHEMICALS,PHARMACEUTICALS,1
210,CHEMICALS,PLASTICS,2
211,CHEMICALS,PROFESSIONAL SERVICES,1
212,CHEMICALS,STAFFING AND RECRUITING,1
213,CHEMICALS,"TEXTILES, APPAREL AND LUXURY GOODS",1
214,CIVIC AND SOCIAL ORGANIZATION,AUTOMOTIVE,1
215,CIVIC AND SOCIAL ORGANIZATION,CAPITAL MARKETS,1
216,CIVIC AND SOCIAL ORGANIZATION,CIVIC AND SOCIAL ORGANIZATION,9
217,CIVIC AND SOCIAL ORGANIZATION,INDIVIDUAL AND FAMILY SERVICES,1
218,CIVIC AND SOCIAL ORGANIZATION,LEGAL SERVICES,1
219,CIVIC AND SOCIAL ORGANIZATION,NON-PROFIT ORGANIZATION MANAGEMENT,2
220,CIVIC AND SOCIAL ORGANIZATION,PHARMACEUTICALS,1
221,CIVIC AND SOCIAL ORGANIZATION,POLITICAL ORGANIZATION,1
222,CIVIC AND SOCIAL ORGANIZATION,PROFESSIONAL SERVICES,2
223,CIVIC AND SOCIAL ORGANIZATION,REAL ESTATE,1
224,CIVIL ENGINEERING,CIVIL ENGINEERING,7
225,CIVIL ENGINEERING,COMMERCIAL SERVICES AND SUPPLIES,1
226,CIVIL ENGINEERING,COMMUNICATIONS EQUIPMENT,1
227,CIVIL ENGINEERING,CONSTRUCTION,1
228,CIVIL ENGINEERING,CONSTRUCTION AND ENGINEERING,12
229,CIVIL ENGINEERING,DIVERSIFIED CONSUMER SERVICES,1
230,CIVIL ENGINEERING,ENVIRONMENTAL SERVICES,1
231,CIVIL ENGINEERING,GOVERNMENT ADMINISTRATION,1
232,CIVIL ENGINEERING,INDUSTRIAL CONGLOMERATES,1
233,CIVIL ENGINEERING,INTERNET SOFTWARE AND SERVICES,1
234,CIVIL ENGINEERING,INVESTMENT BANKING,1
235,CIVIL ENGINEERING,PROFESSIONAL SERVICES,3
236,CIVIL ENGINEERING,RELIGIOUS INSTITUTIONS,1
237,COMMERCIAL REAL ESTATE,COMMERCIAL REAL ESTATE,1
238,COMMERCIAL REAL ESTATE,CONSTRUCTION AND ENGINEERING,1
239,COMMERCIAL REAL ESTATE,FACILITIES SERVICES,1
240,COMMERCIAL REAL ESTATE,FINANCIAL SERVICES,1
241,COMMERCIAL REAL ESTATE,HOSPITAL AND HEALTH CARE,1
242,COMMERCIAL REAL ESTATE,INTERNET SOFTWARE AND SERVICES,1
243,COMMERCIAL REAL ESTATE,REAL ESTATE,11
244,COMPUTER AND NETWORK SECURITY,CAPITAL MARKETS,1
245,COMPUTER AND NETWORK SECURITY,COMMUNICATIONS EQUIPMENT,23
246,COMPUTER AND NETWORK SECURITY,COMPUTER AND NETWORK SECURITY,11
247,COMPUTER AND NETWORK SECURITY,DIVERSIFIED CONSUMER SERVICES,21
248,COMPUTER AND NETWORK SECURITY,DIVERSIFIED FINANCIAL SERVICES,1
249,COMPUTER AND NETWORK SECURITY,DIVERSIFIED TELECOMMUNICATION SERVICES,1
250,COMPUTER AND NETWORK SECURITY,GAMBLING AND CASINOS,1
251,COMPUTER AND NETWORK SECURITY,"HOTELS, RESTAURANTS AND LEISURE",1
252,COMPUTER AND NETWORK SECURITY,INFORMATION TECHNOLOGY AND SERVICES,2
253,COMPUTER AND NETWORK SECURITY,INSURANCE,1
254,COMPUTER AND NETWORK SECURITY,INTERNET SOFTWARE AND SERVICES,7
255,COMPUTER AND NETWORK SECURITY,IT SERVICES,1
256,COMPUTER AND NETWORK SECURITY,PROFESSIONAL SERVICES,2
257,COMPUTER GAMES,COMMUNICATIONS EQUIPMENT,18
258,COMPUTER GAMES,COMPUTER GAMES,10
259,COMPUTER GAMES,DIVERSIFIED CONSUMER SERVICES,1
260,COMPUTER GAMES,MEDIA,13
261,COMPUTER HARDWARE,BIOTECHNOLOGY,1
262,COMPUTER HARDWARE,COMMUNICATIONS EQUIPMENT,2
263,COMPUTER HARDWARE,COMPUTER HARDWARE,5
264,COMPUTER HARDWARE,CONSTRUCTION AND ENGINEERING,1
265,COMPUTER HARDWARE,DIVERSIFIED CONSUMER SERVICES,3
266,COMPUTER HARDWARE,HOUSEHOLD DURABLES,6
267,COMPUTER HARDWARE,INDUSTRIAL CONGLOMERATES,1
268,COMPUTER HARDWARE,INTERNET SOFTWARE AND SERVICES,9
269,COMPUTER HARDWARE,MANAGEMENT CONSULTING,1
270,COMPUTER HARDWARE,MEDIA,3
271,COMPUTER HARDWARE,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",33
272,COMPUTER NETWORKING,AIR FREIGHT AND LOGISTICS,1
273,COMPUTER NETWORKING,COMMERCIAL SERVICES AND SUPPLIES,1
274,COMPUTER NETWORKING,COMMUNICATIONS EQUIPMENT,50
275,COMPUTER NETWORKING,COMPUTER NETWORKING,7
276,COMPUTER NETWORKING,COMPUTER SOFTWARE,1
277,COMPUTER NETWORKING,DIVERSIFIED CONSUMER SERVICES,8
278,COMPUTER NETWORKING,DIVERSIFIED FINANCIAL SERVICES,1
279,COMPUTER NETWORKING,DIVERSIFIED TELECOMMUNICATION SERVICES,1
280,COMPUTER NETWORKING,EDUCATION SERVICES,2
281,COMPUTER NETWORKING,FINANCIAL SERVICES,1
282,COMPUTER NETWORKING,FOOD PRODUCTS,1
283,COMPUTER NETWORKING,GAS UTILITIES,1
284,COMPUTER NETWORKING,HEALTH CARE PROVIDERS AND SERVICES,1
285,COMPUTER NETWORKING,"HOTELS, RESTAURANTS AND LEISURE",1
286,COMPUTER NETWORKING,HOUSEHOLD DURABLES,1
287,COMPUTER NETWORKING,INTERNET SOFTWARE AND SERVICES,11
288,COMPUTER NETWORKING,PERSONAL PRODUCTS,1
289,COMPUTER NETWORKING,PROFESSIONAL SERVICES,1
290,COMPUTER NETWORKING,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",2
291,COMPUTER NETWORKING,WIRELESS TELECOMMUNICATION SERVICES,1
292,COMPUTER SOFTWARE, MEDIA,1
293,COMPUTER SOFTWARE,AEROSPACE AND DEFENSE,2
294,COMPUTER SOFTWARE,AIR FREIGHT AND LOGISTICS,9
295,COMPUTER SOFTWARE,AUTOMOTIVE,2
296,COMPUTER SOFTWARE,BANKS,2
297,COMPUTER SOFTWARE,BIOTECHNOLOGY,3
298,COMPUTER SOFTWARE,BROADCAST MEDIA,1
299,COMPUTER SOFTWARE,CAPITAL MARKETS,7
300,COMPUTER SOFTWARE,CHEMICALS,1
301,COMPUTER SOFTWARE,COMMERCIAL SERVICES AND SUPPLIES,22
302,COMPUTER SOFTWARE,COMMUNICATIONS EQUIPMENT,96
303,COMPUTER SOFTWARE,COMPUTER SOFTWARE,271
304,COMPUTER SOFTWARE,CONSTRUCTION AND ENGINEERING,8
305,COMPUTER SOFTWARE,CONSUMER GOODS,1
306,COMPUTER SOFTWARE,DISTRIBUTORS,2
307,COMPUTER SOFTWARE,DIVERSIFIED CONSUMER SERVICES,34
308,COMPUTER SOFTWARE,DIVERSIFIED FINANCIAL SERVICES,24
309,COMPUTER SOFTWARE,DIVERSIFIED TELECOMMUNICATION SERVICES,7
310,COMPUTER SOFTWARE,EDUCATION SERVICES,2
311,COMPUTER SOFTWARE,ELECTRICAL EQUIPMENT,3
312,COMPUTER SOFTWARE,ELECTRICAL/ELECTRONIC MANUFACTURING,1
313,COMPUTER SOFTWARE,ENVIRONMENTAL SERVICES,1
314,COMPUTER SOFTWARE,FINANCIAL SERVICES,2
315,COMPUTER SOFTWARE,FOOD AND STAPLES RETAILING,1
316,COMPUTER SOFTWARE,FOOD PRODUCTS,1
317,COMPUTER SOFTWARE,GAS UTILITIES,5
318,COMPUTER SOFTWARE,GOVERNMENT ADMINISTRATION,1
319,COMPUTER SOFTWARE,GOVERNMENT RELATIONS,1
320,COMPUTER SOFTWARE,HEALTH CARE PROVIDERS AND SERVICES,4
321,COMPUTER SOFTWARE,"HEALTH, WELLNESS AND FITNESS",1
322,COMPUTER SOFTWARE,HOSPITAL AND HEALTH CARE,1
323,COMPUTER SOFTWARE,"HOTELS, RESTAURANTS AND LEISURE",17
324,COMPUTER SOFTWARE,HOUSEHOLD DURABLES,2
325,COMPUTER SOFTWARE,HUMAN RESOURCES,1
326,COMPUTER SOFTWARE,INDUSTRIAL CONGLOMERATES,1
327,COMPUTER SOFTWARE,INFORMATION SERVICES,1
328,COMPUTER SOFTWARE,INFORMATION TECHNOLOGY AND SERVICES,9
329,COMPUTER SOFTWARE,INSURANCE,8
330,COMPUTER SOFTWARE,INTERNET SOFTWARE AND SERVICES,426
331,COMPUTER SOFTWARE,IT SERVICES,2
332,COMPUTER SOFTWARE,LEISURE PRODUCTS,1
333,COMPUTER SOFTWARE,MANAGEMENT CONSULTING,1
334,COMPUTER SOFTWARE,MARINE,1
335,COMPUTER SOFTWARE,MARKETING AND ADVERTISING,1
336,COMPUTER SOFTWARE,MEDIA,35
337,COMPUTER SOFTWARE,MILITARY,1
338,COMPUTER SOFTWARE,NON-PROFIT ORGANIZATION MANAGEMENT,1
339,COMPUTER SOFTWARE,PHARMACEUTICALS,14
340,COMPUTER SOFTWARE,PHOTOGRAPHY,1
341,COMPUTER SOFTWARE,PROFESSIONAL SERVICES,73
342,COMPUTER SOFTWARE,REAL ESTATE,3
343,COMPUTER SOFTWARE,ROAD AND RAIL,1
344,COMPUTER SOFTWARE,SOFTWARE,1
345,COMPUTER SOFTWARE,SPECIALIZED CONSUMER SERVICES,6
346,COMPUTER SOFTWARE,STAFFING AND RECRUITING,1
347,COMPUTER SOFTWARE,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",14
348,COMPUTER SOFTWARE,"TEXTILES, APPAREL AND LUXURY GOODS",2
349,COMPUTER SOFTWARE,TRANSPORTATION,3
350,COMPUTER SOFTWARE,UTILITIES,5
351,COMPUTER SOFTWARE,WIRELESS TELECOMMUNICATION SERVICES,3
352,CONSTRUCTION,AUTOMOTIVE,3
353,CONSTRUCTION,BROADCAST MEDIA,1
354,CONSTRUCTION,BUILDING MATERIALS,4
