,Leadferret Industry,Metadata Indsutry,count
355,CONSTRUCTION,COMMERCIAL SERVICES AND SUPPLIES,2
356,CONSTRUCTION,COMMUNICATIONS EQUIPMENT,1
357,CONSTRUCTION,COMPUTER SOFTWARE,2
358,CONSTRUCTION,CONSTRUCTION,37
359,CONSTRUCTION,CONSTRUCTION AND ENGINEERING,27
360,CONSTRUCTION,CONSUMER GOODS,2
361,CONSTRUCTION,DIVERSIFIED CONSUMER SERVICES,11
362,CONSTRUCTION,DIVERSIFIED FINANCIAL SERVICES,2
363,CONSTRUCTION,ELECTRIC UTILITIES,1
364,CONSTRUCTION,ELECTRICAL EQUIPMENT,1
365,CONSTRUCTION,ELECTRICAL/ELECTRONIC MANUFACTURING,1
366,CONSTRUCTION,EVENTS SERVICES,1
367,CONSTRUCTION,FOOD PRODUCTS,1
368,CONSTRUCTION,GAS UTILITIES,2
369,CONSTRUCTION,GOVERNMENT ADMINISTRATION,1
370,CONSTRUCTION,"HOTELS, RESTAURANTS AND LEISURE",1
371,CONSTRUCTION,INDUSTRIAL CONGLOMERATES,6
372,CONSTRUCTION,INFORMATION TECHNOLOGY AND SERVICES,2
373,CONSTRUCTION,INSURANCE,1
374,CONSTRUCTION,INTERNET SOFTWARE AND SERVICES,2
375,CONSTRUCTION,MACHINERY,3
376,CONSTRUCTION,MANAGEMENT CONSULTING,1
377,CONSTRUCTION,OIL AND ENERGY,1
378,CONSTRUCTION,ONLINE MEDIA,1
379,CONSTRUCTION,PROFESSIONAL SERVICES,9
380,CONSTRUCTION,PUBLISHING,1
381,CONSTRUCTION,REAL ESTATE,1
382,CONSTRUCTION,RENEWABLE ELECTRICITY,4
383,CONSTRUCTION,SPECIALTY RETAIL,1
384,CONSTRUCTION,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
385,CONSTRUCTION,TEXTILES,1
386,CONSTRUCTION,"TEXTILES, APPAREL AND LUXURY GOODS",3
387,CONSTRUCTION,TRANSPORTATION,3
388,CONSTRUCTION,UTILITIES,1
389,CONSUMER ELECTRONICS,COMMERCIAL SERVICES AND SUPPLIES,2
390,CONSUMER ELECTRONICS,COMMUNICATIONS EQUIPMENT,8
391,CONSUMER ELECTRONICS,CONSUMER DURABLES AND APPAREL,1
392,CONSUMER ELECTRONICS,CONSUMER ELECTRONICS,11
393,CONSUMER ELECTRONICS,DIVERSIFIED CONSUMER SERVICES,5
394,CONSUMER ELECTRONICS,DIVERSIFIED TELECOMMUNICATION SERVICES,1
395,CONSUMER ELECTRONICS,EDUCATION MANAGEMENT,1
396,CONSUMER ELECTRONICS,ELECTRIC UTILITIES,1
397,CONSUMER ELECTRONICS,ELECTRICAL EQUIPMENT,1
398,CONSUMER ELECTRONICS,HIGHER EDUCATION,1
399,CONSUMER ELECTRONICS,HOUSEHOLD DURABLES,15
400,CONSUMER ELECTRONICS,INTERNET SOFTWARE AND SERVICES,9
401,CONSUMER ELECTRONICS,MACHINERY,1
402,CONSUMER ELECTRONICS,MEDIA,1
403,CONSUMER ELECTRONICS,PROFESSIONAL SERVICES,1
404,CONSUMER ELECTRONICS,SPECIALTY RETAIL,1
405,CONSUMER ELECTRONICS,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
406,CONSUMER GOODS,APPAREL AND FASHION,1
407,CONSUMER GOODS,AUTOMOTIVE,1
408,CONSUMER GOODS,BEVERAGES,2
409,CONSUMER GOODS,BUSINESS SUPPLIES AND EQUIPMENT,1
410,CONSUMER GOODS,CHEMICALS,3
411,CONSUMER GOODS,COMMERCIAL SERVICES AND SUPPLIES,1
412,CONSUMER GOODS,COMMUNICATIONS EQUIPMENT,1
413,CONSUMER GOODS,COMPUTER SOFTWARE,1
414,CONSUMER GOODS,CONSTRUCTION AND ENGINEERING,1
415,CONSUMER GOODS,CONSUMER GOODS,61
416,CONSUMER GOODS,CONTAINERS AND PACKAGING,2
417,CONSUMER GOODS,COSMETICS,1
418,CONSUMER GOODS,DIVERSIFIED CONSUMER SERVICES,1
419,CONSUMER GOODS,DIVERSIFIED FINANCIAL SERVICES,1
420,CONSUMER GOODS,FOOD PRODUCTION,2
421,CONSUMER GOODS,FOOD PRODUCTS,7
422,CONSUMER GOODS,GAS UTILITIES,1
423,CONSUMER GOODS,HEALTH CARE PROVIDERS AND SERVICES,4
424,CONSUMER GOODS,"HEALTH, WELLNESS AND FITNESS",2
425,CONSUMER GOODS,"HOTELS, RESTAURANTS AND LEISURE",2
426,CONSUMER GOODS,HOUSEHOLD DURABLES,1
427,CONSUMER GOODS,INDUSTRIAL CONGLOMERATES,8
428,CONSUMER GOODS,INTERNET SOFTWARE AND SERVICES,6
429,CONSUMER GOODS,LEISURE PRODUCTS,2
430,CONSUMER GOODS,MACHINERY,1
431,CONSUMER GOODS,MARINE,1
432,CONSUMER GOODS,MECHANICAL OR INDUSTRIAL ENGINEERING,1
433,CONSUMER GOODS,MEDIA,2
434,CONSUMER GOODS,METALS AND MINING,1
435,CONSUMER GOODS,PAPER AND FOREST PRODUCTS,2
436,CONSUMER GOODS,PERSONAL PRODUCTS,5
437,CONSUMER GOODS,PHARMACEUTICALS,3
438,CONSUMER GOODS,PUBLIC SAFETY,1
439,CONSUMER GOODS,RETAIL,4
440,CONSUMER GOODS,SPECIALTY RETAIL,6
441,CONSUMER GOODS,"TEXTILES, APPAREL AND LUXURY GOODS",10
442,CONSUMER GOODS,TOBACCO,1
443,CONSUMER GOODS,TRANSPORTATION,1
444,CONSUMER GOODS,WHOLESALE,1
445,CONSUMER SERVICES,AIR FREIGHT AND LOGISTICS,1
446,CONSUMER SERVICES,AIRLINES/AVIATION,1
447,CONSUMER SERVICES,AUTOMOTIVE,3
448,CONSUMER SERVICES,BANKS,1
449,CONSUMER SERVICES,BUILDING MATERIALS,1
450,CONSUMER SERVICES,CAPITAL MARKETS,2
451,CONSUMER SERVICES,COMMERCIAL SERVICES AND SUPPLIES,1
452,CONSUMER SERVICES,COMMUNICATIONS EQUIPMENT,12
453,CONSUMER SERVICES,COMPUTER SOFTWARE,1
454,CONSUMER SERVICES,CONSTRUCTION AND ENGINEERING,2
455,CONSUMER SERVICES,CONSUMER SERVICES,14
456,CONSUMER SERVICES,DIVERSIFIED CONSUMER SERVICES,4
457,CONSUMER SERVICES,DIVERSIFIED FINANCIAL SERVICES,2
458,CONSUMER SERVICES,EDUCATION SERVICES,1
459,CONSUMER SERVICES,ENVIRONMENTAL SERVICES,1
460,CONSUMER SERVICES,FINANCIAL SERVICES,1
461,CONSUMER SERVICES,FOOD AND STAPLES RETAILING,1
462,CONSUMER SERVICES,GOVERNMENT ADMINISTRATION,1
463,CONSUMER SERVICES,HEALTH CARE PROVIDERS AND SERVICES,1
464,CONSUMER SERVICES,"HOTELS, RESTAURANTS AND LEISURE",4
465,CONSUMER SERVICES,HOUSEHOLD DURABLES,1
466,CONSUMER SERVICES,INFORMATION TECHNOLOGY AND SERVICES,1
467,CONSUMER SERVICES,INSURANCE,1
468,CONSUMER SERVICES,INTERNET SOFTWARE AND SERVICES,6
469,CONSUMER SERVICES,LEISURE PRODUCTS,1
470,CONSUMER SERVICES,MEDIA,1
471,CONSUMER SERVICES,METALS AND MINING,1
472,CONSUMER SERVICES,PERSONAL PRODUCTS,1
473,CONSUMER SERVICES,PHARMACEUTICALS,1
474,CONSUMER SERVICES,PROFESSIONAL SERVICES,2
475,CONSUMER SERVICES,RELIGIOUS INSTITUTIONS,1
476,CONSUMER SERVICES,RETAIL,1
477,CONSUMER SERVICES,SPECIALTY RETAIL,1
478,CONSUMER SERVICES,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
479,CONSUMER SERVICES,TELECOMMUNICATIONS,2
480,CONSUMER SERVICES,TRANSPORTATION,2
481,COSMETICS,CAPITAL MARKETS,1
482,COSMETICS,COMPUTER SOFTWARE,1
483,COSMETICS,COSMETICS,10
484,COSMETICS,FOOD PRODUCTS,2
485,COSMETICS,HEALTH CARE PROVIDERS AND SERVICES,4
486,COSMETICS,PERSONAL PRODUCTS,14
487,DAIRY,DAIRY,3
488,DEFENSE AND SPACE,AEROSPACE AND DEFENSE,17
489,DEFENSE AND SPACE,COMMERCIAL SERVICES AND SUPPLIES,1
490,DEFENSE AND SPACE,CONSUMER GOODS,1
491,DEFENSE AND SPACE,DEFENSE AND SPACE,21
492,DEFENSE AND SPACE,DIVERSIFIED CONSUMER SERVICES,1
493,DEFENSE AND SPACE,EDUCATION SERVICES,1
494,DEFENSE AND SPACE,GOVERNMENT ADMINISTRATION,1
495,DEFENSE AND SPACE,HEALTH CARE PROVIDERS AND SERVICES,1
496,DEFENSE AND SPACE,HOUSEHOLD DURABLES,1
497,DEFENSE AND SPACE,INFORMATION TECHNOLOGY AND SERVICES,1
498,DEFENSE AND SPACE,INTERNET SOFTWARE AND SERVICES,4
499,DEFENSE AND SPACE,MANAGEMENT CONSULTING,1
500,DEFENSE AND SPACE,MARINE,1
501,DEFENSE AND SPACE,MILITARY,1
502,DEFENSE AND SPACE,PROFESSIONAL SERVICES,2
503,DEFENSE AND SPACE,RETAIL,1
504,DEFENSE AND SPACE,SPECIALIZED CONSUMER SERVICES,2
505,DESIGN,APPAREL AND FASHION,1
506,DESIGN,AUTOMOTIVE,1
507,DESIGN,COMMERCIAL SERVICES AND SUPPLIES,1
508,DESIGN,COMMUNICATIONS EQUIPMENT,4
509,DESIGN,COMPUTER SOFTWARE,1
510,DESIGN,CONSTRUCTION AND ENGINEERING,2
511,DESIGN,CONSUMER SERVICES,1
512,DESIGN,DESIGN,3
513,DESIGN,EDUCATION SERVICES,1
514,DESIGN,ENTERTAINMENT,1
515,DESIGN,EXECUTIVE OFFICE,1
516,DESIGN,FURNITURE,1
517,DESIGN,GAS UTILITIES,1
518,DESIGN,HEALTH CARE PROVIDERS AND SERVICES,1
519,DESIGN,HIGHER EDUCATION,1
520,DESIGN,INSURANCE,1
521,DESIGN,INTERNET SOFTWARE AND SERVICES,1
522,DESIGN,MACHINERY,1
523,DESIGN,MARKETING AND ADVERTISING,2
524,DESIGN,MECHANICAL OR INDUSTRIAL ENGINEERING,1
525,DESIGN,MEDIA,2
526,DESIGN,PROFESSIONAL SERVICES,5
527,DESIGN,RENEWABLE ELECTRICITY,1
528,DESIGN,"TEXTILES, APPAREL AND LUXURY GOODS",3
529,DESIGN,TRANSPORTATION,1
530,E-LEARNING,BIOTECHNOLOGY,1
531,E-LEARNING,COMMERCIAL SERVICES AND SUPPLIES,1
532,E-LEARNING,COMMUNICATIONS EQUIPMENT,6
533,E-LEARNING,COMPUTER SOFTWARE,1
534,E-LEARNING,DIVERSIFIED CONSUMER SERVICES,1
535,E-LEARNING,E-LEARNING,7
536,E-LEARNING,EDUCATION MANAGEMENT,1
537,E-LEARNING,EDUCATION SERVICES,5
538,E-LEARNING,ELECTRICAL EQUIPMENT,2
539,E-LEARNING,HIGHER EDUCATION,2
540,E-LEARNING,"HOTELS, RESTAURANTS AND LEISURE",1
541,E-LEARNING,HOUSEHOLD DURABLES,1
542,E-LEARNING,INTERNET SOFTWARE AND SERVICES,28
543,E-LEARNING,MEDIA,2
544,EDUCATION MANAGEMENT, MEDIA,1
545,EDUCATION MANAGEMENT,COMMUNICATIONS EQUIPMENT,3
546,EDUCATION MANAGEMENT,COMPUTER SOFTWARE,1
547,EDUCATION MANAGEMENT,DIVERSIFIED CONSUMER SERVICES,9
548,EDUCATION MANAGEMENT,DIVERSIFIED FINANCIAL SERVICES,1
549,EDUCATION MANAGEMENT,EDUCATION MANAGEMENT,31
550,EDUCATION MANAGEMENT,EDUCATION SERVICES,43
551,EDUCATION MANAGEMENT,FAMILY SERVICES,3
552,EDUCATION MANAGEMENT,FOOD AND STAPLES RETAILING,2
553,EDUCATION MANAGEMENT,GAS UTILITIES,1
554,EDUCATION MANAGEMENT,HIGHER EDUCATION,9
555,EDUCATION MANAGEMENT,HOSPITAL AND HEALTH CARE,1
556,EDUCATION MANAGEMENT,INDUSTRIAL CONGLOMERATES,1
557,EDUCATION MANAGEMENT,INSURANCE,1
558,EDUCATION MANAGEMENT,INTERNET SOFTWARE AND SERVICES,19
559,EDUCATION MANAGEMENT,LEISURE PRODUCTS,1
560,EDUCATION MANAGEMENT,MEDIA,2
561,EDUCATION MANAGEMENT,NEWSPAPERS,1
562,EDUCATION MANAGEMENT,PRIMARY/SECONDARY EDUCATION,2
563,EDUCATION MANAGEMENT,PROFESSIONAL SERVICES,8
564,EDUCATION MANAGEMENT,PUBLISHING,1
565,EDUCATION MANAGEMENT,SPECIALIZED CONSUMER SERVICES,1
566,EDUCATION MANAGEMENT,SPECIALTY RETAIL,1
567,EDUCATION MANAGEMENT,SPORTING GOODS,1
568,ELECTRICAL/ELECTRONIC MANUFACTURING,AEROSPACE AND DEFENSE,2
569,ELECTRICAL/ELECTRONIC MANUFACTURING,AIR FREIGHT AND LOGISTICS,1
570,ELECTRICAL/ELECTRONIC MANUFACTURING,BIOTECHNOLOGY,2
571,ELECTRICAL/ELECTRONIC MANUFACTURING,BUILDING MATERIALS,1
572,ELECTRICAL/ELECTRONIC MANUFACTURING,CAPITAL MARKETS,2
573,ELECTRICAL/ELECTRONIC MANUFACTURING,CIVIL ENGINEERING,1
574,ELECTRICAL/ELECTRONIC MANUFACTURING,COMMERCIAL SERVICES AND SUPPLIES,1
575,ELECTRICAL/ELECTRONIC MANUFACTURING,COMMUNICATIONS EQUIPMENT,1
576,ELECTRICAL/ELECTRONIC MANUFACTURING,COMPUTER SOFTWARE,1
577,ELECTRICAL/ELECTRONIC MANUFACTURING,CONSTRUCTION,1
578,ELECTRICAL/ELECTRONIC MANUFACTURING,CONSTRUCTION AND ENGINEERING,2
579,ELECTRICAL/ELECTRONIC MANUFACTURING,CONSUMER DURABLES AND APPAREL,1
580,ELECTRICAL/ELECTRONIC MANUFACTURING,CONSUMER ELECTRONICS,1
581,ELECTRICAL/ELECTRONIC MANUFACTURING,DIVERSIFIED CONSUMER SERVICES,1
582,ELECTRICAL/ELECTRONIC MANUFACTURING,ELECTRIC UTILITIES,2
583,ELECTRICAL/ELECTRONIC MANUFACTURING,ELECTRICAL EQUIPMENT,20
584,ELECTRICAL/ELECTRONIC MANUFACTURING,ELECTRICAL/ELECTRONIC MANUFACTURING,28
585,ELECTRICAL/ELECTRONIC MANUFACTURING,FOOD AND STAPLES RETAILING,1
586,ELECTRICAL/ELECTRONIC MANUFACTURING,GAS UTILITIES,2
587,ELECTRICAL/ELECTRONIC MANUFACTURING,HEALTH CARE PROVIDERS AND SERVICES,1
588,ELECTRICAL/ELECTRONIC MANUFACTURING,HIGHER EDUCATION,1
589,ELECTRICAL/ELECTRONIC MANUFACTURING,"HOTELS, RESTAURANTS AND LEISURE",1
590,ELECTRICAL/ELECTRONIC MANUFACTURING,HOUSEHOLD DURABLES,8
591,ELECTRICAL/ELECTRONIC MANUFACTURING,INDUSTRIAL CONGLOMERATES,6
592,ELECTRICAL/ELECTRONIC MANUFACTURING,INFORMATION TECHNOLOGY AND SERVICES,1
593,ELECTRICAL/ELECTRONIC MANUFACTURING,INTERNET SOFTWARE AND SERVICES,10
594,ELECTRICAL/ELECTRONIC MANUFACTURING,MACHINERY,2
595,ELECTRICAL/ELECTRONIC MANUFACTURING,MEDIA,1
596,ELECTRICAL/ELECTRONIC MANUFACTURING,PHARMACEUTICALS,1
597,ELECTRICAL/ELECTRONIC MANUFACTURING,PROFESSIONAL SERVICES,2
598,ELECTRICAL/ELECTRONIC MANUFACTURING,RENEWABLE ELECTRICITY,1
599,ELECTRICAL/ELECTRONIC MANUFACTURING,RENEWABLES AND ENVIRONMENT,1
600,ELECTRICAL/ELECTRONIC MANUFACTURING,RETAIL,2
601,ELECTRICAL/ELECTRONIC MANUFACTURING,ROAD AND RAIL,1
602,ELECTRICAL/ELECTRONIC MANUFACTURING,SEMICONDUCTORS,1
603,ELECTRICAL/ELECTRONIC MANUFACTURING,SPECIALTY RETAIL,1
604,ELECTRICAL/ELECTRONIC MANUFACTURING,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",2
605,ELECTRICAL/ELECTRONIC MANUFACTURING,UTILITIES,3
606,ELECTRICAL/ELECTRONIC MANUFACTURING,WIRELESS TELECOMMUNICATION SERVICES,1
607,ENTERTAINMENT,AIRLINES,1
608,ENTERTAINMENT,APPAREL AND FASHION,1
609,ENTERTAINMENT,BROADCAST MEDIA,1
610,ENTERTAINMENT,COMMERCIAL SERVICES AND SUPPLIES,1
611,ENTERTAINMENT,COMMUNICATIONS EQUIPMENT,16
612,ENTERTAINMENT,COMPUTER SOFTWARE,1
613,ENTERTAINMENT,ENTERTAINMENT,21
614,ENTERTAINMENT,GAMBLING AND CASINOS,1
615,ENTERTAINMENT,GAS UTILITIES,2
616,ENTERTAINMENT,GOVERNMENT ADMINISTRATION,1
617,ENTERTAINMENT,HEALTH CARE PROVIDERS AND SERVICES,1
618,ENTERTAINMENT,"HOTELS, RESTAURANTS AND LEISURE",15
619,ENTERTAINMENT,HOUSEHOLD DURABLES,1
620,ENTERTAINMENT,INSURANCE,2
621,ENTERTAINMENT,INTERNET SOFTWARE AND SERVICES,2
622,ENTERTAINMENT,LAW PRACTICE,1
623,ENTERTAINMENT,LEISURE PRODUCTS,3
624,ENTERTAINMENT,MEDIA,17
625,ENTERTAINMENT,PROFESSIONAL SERVICES,3
626,ENTERTAINMENT,PUBLISHING,1
627,ENTERTAINMENT,SPECIALIZED CONSUMER SERVICES,2
628,ENTERTAINMENT,SPORTS,1
629,ENTERTAINMENT,"TEXTILES, APPAREL AND LUXURY GOODS",1
630,ENTERTAINMENT,WINE AND SPIRITS,1
631,ENTERTAINMENT,WIRELESS TELECOMMUNICATION SERVICES,1
632,ENVIRONMENTAL SERVICES,CHEMICALS,3
633,ENVIRONMENTAL SERVICES,COMPUTER SOFTWARE,1
634,ENVIRONMENTAL SERVICES,CONSTRUCTION,1
635,ENVIRONMENTAL SERVICES,CONSTRUCTION AND ENGINEERING,3
636,ENVIRONMENTAL SERVICES,DIVERSIFIED CONSUMER SERVICES,1
637,ENVIRONMENTAL SERVICES,EDUCATION SERVICES,1
638,ENVIRONMENTAL SERVICES,ENVIRONMENTAL SERVICES,24
639,ENVIRONMENTAL SERVICES,EVENTS SERVICES,1
640,ENVIRONMENTAL SERVICES,FOOD AND STAPLES RETAILING,1
641,ENVIRONMENTAL SERVICES,GAS UTILITIES,1
642,ENVIRONMENTAL SERVICES,HEALTH CARE PROVIDERS AND SERVICES,1
643,ENVIRONMENTAL SERVICES,INDUSTRIAL CONGLOMERATES,2
644,ENVIRONMENTAL SERVICES,MEDIA,1
645,ENVIRONMENTAL SERVICES,OIL AND ENERGY,1
646,ENVIRONMENTAL SERVICES,PHARMACEUTICALS,1
647,ENVIRONMENTAL SERVICES,PROFESSIONAL SERVICES,3
648,ENVIRONMENTAL SERVICES,PUBLIC SAFETY,1
649,ENVIRONMENTAL SERVICES,REAL ESTATE,1
650,ENVIRONMENTAL SERVICES,RENEWABLE ELECTRICITY,12
651,ENVIRONMENTAL SERVICES,RENEWABLES AND ENVIRONMENT,1
652,ENVIRONMENTAL SERVICES,TRANSPORTATION,1
653,EVENTS SERVICES,AIR FREIGHT AND LOGISTICS,1
654,EVENTS SERVICES,COMMERCIAL SERVICES AND SUPPLIES,2
655,EVENTS SERVICES,COMMUNICATIONS EQUIPMENT,1
656,EVENTS SERVICES,CONSUMER DURABLES AND APPAREL,1
657,EVENTS SERVICES,DIVERSIFIED CONSUMER SERVICES,1
658,EVENTS SERVICES,EVENTS SERVICES,4
659,EVENTS SERVICES,FARMING,1
660,EVENTS SERVICES,HIGHER EDUCATION,1
661,EVENTS SERVICES,"HOTELS, RESTAURANTS AND LEISURE",15
662,EVENTS SERVICES,INTERNET SOFTWARE AND SERVICES,1
663,EVENTS SERVICES,MEDIA,2
664,EVENTS SERVICES,NON-PROFIT ORGANIZATION MANAGEMENT,1
665,EVENTS SERVICES,PHARMACEUTICALS,1
666,EVENTS SERVICES,SOFTWARE,1
667,EVENTS SERVICES,"TEXTILES, APPAREL AND LUXURY GOODS",1
668,EXECUTIVE OFFICE,APPAREL AND FASHION,1
669,EXECUTIVE OFFICE,BUILDING MATERIALS,1
670,EXECUTIVE OFFICE,CAPITAL MARKETS,1
671,EXECUTIVE OFFICE,COMMUNICATIONS EQUIPMENT,2
672,EXECUTIVE OFFICE,EXECUTIVE OFFICE,2
673,EXECUTIVE OFFICE,FOOD PRODUCTS,1
674,EXECUTIVE OFFICE,HOUSEHOLD DURABLES,1
675,EXECUTIVE OFFICE,INDUSTRIAL CONGLOMERATES,1
676,EXECUTIVE OFFICE,PHARMACEUTICALS,1
677,EXECUTIVE OFFICE,PROFESSIONAL SERVICES,2
678,EXECUTIVE OFFICE,"TEXTILES, APPAREL AND LUXURY GOODS",1
679,FACILITIES SERVICES,BUILDING MATERIALS,1
680,FACILITIES SERVICES,CHEMICALS,1
681,FACILITIES SERVICES,COMPUTER SOFTWARE,2
682,FACILITIES SERVICES,CONSTRUCTION,1
683,FACILITIES SERVICES,CONSTRUCTION AND ENGINEERING,10
684,FACILITIES SERVICES,COSMETICS,1
685,FACILITIES SERVICES,DIVERSIFIED CONSUMER SERVICES,5
686,FACILITIES SERVICES,DIVERSIFIED FINANCIAL SERVICES,1
687,FACILITIES SERVICES,ELECTRIC UTILITIES,1
688,FACILITIES SERVICES,FACILITIES SERVICES,6
689,FACILITIES SERVICES,"HOTELS, RESTAURANTS AND LEISURE",1
690,FACILITIES SERVICES,INTERNET SOFTWARE AND SERVICES,1
691,FACILITIES SERVICES,LAW PRACTICE,1
692,FACILITIES SERVICES,MACHINERY,1
693,FACILITIES SERVICES,PHARMACEUTICALS,1
694,FACILITIES SERVICES,PROFESSIONAL SERVICES,1
695,FACILITIES SERVICES,RENEWABLE ELECTRICITY,1
696,FACILITIES SERVICES,TELECOMMUNICATIONS,1
697,FARMING,COMPUTER AND NETWORK SECURITY,1
698,FARMING,FARMING,4
699,FARMING,FOOD AND STAPLES RETAILING,1
700,FARMING,FOOD PRODUCTS,2
701,FARMING,GAS UTILITIES,1
702,FARMING,HOSPITALITY,1
703,FARMING,INDUSTRIAL CONGLOMERATES,1
704,FARMING,MEDIA,1
705,FARMING,SPECIALTY RETAIL,1
706,FINANCIAL SERVICES,AIR FREIGHT AND LOGISTICS,1
707,FINANCIAL SERVICES,AUTOMOTIVE,5
708,FINANCIAL SERVICES,BANKING,21
709,FINANCIAL SERVICES,BANKS,39
710,FINANCIAL SERVICES,CAPITAL MARKETS,29
711,FINANCIAL SERVICES,COMMERCIAL SERVICES AND SUPPLIES,6
712,FINANCIAL SERVICES,COMMUNICATIONS EQUIPMENT,7
713,FINANCIAL SERVICES,COMPUTER SOFTWARE,5
714,FINANCIAL SERVICES,CONSTRUCTION,1
715,FINANCIAL SERVICES,CONSUMER DISCRETIONARY,1
716,FINANCIAL SERVICES,DIVERSIFIED CONSUMER SERVICES,9
717,FINANCIAL SERVICES,DIVERSIFIED FINANCIAL SERVICES,156
