,Leadferret Industry,Metadata Indsutry,count
1710,PUBLISHING,INFORMATION SERVICES,1
1711,PUBLISHING,INTERNET SOFTWARE AND SERVICES,1
1712,PUBLISHING,MEDIA,28
1713,PUBLISHING,PROFESSIONAL SERVICES,1
1714,PUBLISHING,PUBLISHING,37
1715,PUBLISHING,SOFTWARE,1
1716,PUBLISHING,"TEXTILES, APPAREL AND LUXURY GOODS",1
1717,RAILROAD MANUFACTURE,RAILROAD MANUFACTURE,1
1718,RAILROAD MANUFACTURE,ROAD AND RAIL,1
1719,REAL ESTATE,AEROSPACE AND DEFENSE,1
1720,REAL ESTATE,AIR FREIGHT AND LOGISTICS,1
1721,REAL ESTATE,BANKS,1
1722,REAL ESTATE,BUILDING MATERIALS,1
1723,REAL ESTATE,CAPITAL MARKETS,1
1724,REAL ESTATE,COMMUNICATIONS EQUIPMENT,3
1725,REAL ESTATE,COMPUTER SOFTWARE,1
1726,REAL ESTATE,CONSTRUCTION AND ENGINEERING,2
1727,REAL ESTATE,CONTAINERS AND PACKAGING,1
1728,REAL ESTATE,DIVERSIFIED CONSUMER SERVICES,3
1729,REAL ESTATE,DIVERSIFIED FINANCIAL SERVICES,5
1730,REAL ESTATE,EDUCATION MANAGEMENT,1
1731,REAL ESTATE,FINANCIAL SERVICES,1
1732,REAL ESTATE,FOOD PRODUCTS,1
1733,REAL ESTATE,"HEALTH, WELLNESS AND FITNESS",1
1734,REAL ESTATE,"HOTELS, RESTAURANTS AND LEISURE",1
1735,REAL ESTATE,INSURANCE,1
1736,REAL ESTATE,INTERNET SOFTWARE AND SERVICES,4
1737,REAL ESTATE,PAPER AND FOREST PRODUCTS,1
1738,REAL ESTATE,PERSONAL PRODUCTS,1
1739,REAL ESTATE,PROFESSIONAL SERVICES,6
1740,REAL ESTATE,PUBLISHING,1
1741,REAL ESTATE,REAL ESTATE,79
1742,REAL ESTATE,"TEXTILES, APPAREL AND LUXURY GOODS",3
1743,RECREATIONAL FACILITIES AND SERVICES,DIVERSIFIED CONSUMER SERVICES,1
1744,RECREATIONAL FACILITIES AND SERVICES,EDUCATION SERVICES,1
1745,RECREATIONAL FACILITIES AND SERVICES,"HOTELS, RESTAURANTS AND LEISURE",1
1746,RECREATIONAL FACILITIES AND SERVICES,UTILITIES,1
1747,RELIGIOUS INSTITUTIONS,COMMUNICATIONS EQUIPMENT,1
1748,RELIGIOUS INSTITUTIONS,EDUCATION SERVICES,1
1749,RELIGIOUS INSTITUTIONS,FOOD AND STAPLES RETAILING,1
1750,RELIGIOUS INSTITUTIONS,INTERNET SOFTWARE AND SERVICES,1
1751,RELIGIOUS INSTITUTIONS,RELIGIOUS INSTITUTIONS,3
1752,RELIGIOUS INSTITUTIONS,"TEXTILES, APPAREL AND LUXURY GOODS",1
1753,RELIGIOUS INSTITUTIONS,TRANSPORTATION,1
1754,RENEWABLES AND ENVIRONMENT,APPAREL AND FASHION,1
1755,RENEWABLES AND ENVIRONMENT,BANKING,1
1756,RENEWABLES AND ENVIRONMENT,BUILDING MATERIALS,1
1757,RENEWABLES AND ENVIRONMENT,COMMUNICATIONS EQUIPMENT,1
1758,RENEWABLES AND ENVIRONMENT,DIVERSIFIED CONSUMER SERVICES,1
1759,RENEWABLES AND ENVIRONMENT,EDUCATION SERVICES,1
1760,RENEWABLES AND ENVIRONMENT,ENVIRONMENTAL SERVICES,1
1761,RENEWABLES AND ENVIRONMENT,FOOD AND STAPLES RETAILING,1
1762,RENEWABLES AND ENVIRONMENT,FOOD PRODUCTS,1
1763,RENEWABLES AND ENVIRONMENT,GAS UTILITIES,6
1764,RENEWABLES AND ENVIRONMENT,MEDIA,1
1765,RENEWABLES AND ENVIRONMENT,PROFESSIONAL SERVICES,1
1766,RENEWABLES AND ENVIRONMENT,RENEWABLE ELECTRICITY,18
1767,RENEWABLES AND ENVIRONMENT,RENEWABLES AND ENVIRONMENT,15
1768,RESEARCH,AEROSPACE AND DEFENSE,1
1769,RESEARCH,AUTOMOTIVE,1
1770,RESEARCH,BIOTECHNOLOGY,1
1771,RESEARCH,CAPITAL MARKETS,1
1772,RESEARCH,COMMUNICATIONS EQUIPMENT,5
1773,RESEARCH,DIVERSIFIED CONSUMER SERVICES,3
1774,RESEARCH,DIVERSIFIED FINANCIAL SERVICES,1
1775,RESEARCH,DIVERSIFIED TELECOMMUNICATION SERVICES,1
1776,RESEARCH,EDUCATION MANAGEMENT,1
1777,RESEARCH,EDUCATION SERVICES,5
1778,RESEARCH,ELECTRIC UTILITIES,1
1779,RESEARCH,GAS UTILITIES,1
1780,RESEARCH,GOVERNMENT ADMINISTRATION,1
1781,RESEARCH,HEALTH CARE EQUIPMENT AND SUPPLIES,1
1782,RESEARCH,HEALTH CARE PROVIDERS AND SERVICES,1
1783,RESEARCH,HIGHER EDUCATION,2
1784,RESEARCH,"HOTELS, RESTAURANTS AND LEISURE",1
1785,RESEARCH,INDUSTRIAL CONGLOMERATES,1
1786,RESEARCH,MEDICAL DEVICES,1
1787,RESEARCH,OIL AND ENERGY,1
1788,RESEARCH,PHARMACEUTICALS,3
1789,RESEARCH,PROFESSIONAL SERVICES,13
1790,RESEARCH,RESEARCH,29
1791,RESEARCH,THINK TANKS,1
1792,RESEARCH,VENTURE CAPITAL AND PRIVATE EQUITY,1
1793,RESTAURANTS,COMMUNICATIONS EQUIPMENT,1
1794,RESTAURANTS,DISTRIBUTORS,1
1795,RESTAURANTS,FOOD AND STAPLES RETAILING,1
1796,RESTAURANTS,FOOD PRODUCTS,6
1797,RESTAURANTS,"HOTELS, RESTAURANTS AND LEISURE",19
1798,RESTAURANTS,INTERNET SOFTWARE AND SERVICES,1
1799,RESTAURANTS,RESTAURANTS,14
1800,RESTAURANTS,RETAIL,1
1801,RESTAURANTS,SPECIALIZED CONSUMER SERVICES,1
1802,RETAIL,APPAREL AND FASHION,1
1803,RETAIL,AUTOMOTIVE,8
1804,RETAIL,BUILDING MATERIALS,1
1805,RETAIL,COMMERCIAL SERVICES AND SUPPLIES,2
1806,RETAIL,COMMUNICATIONS EQUIPMENT,10
1807,RETAIL,COMPUTER SOFTWARE,4
1808,RETAIL,CONSTRUCTION AND ENGINEERING,1
1809,RETAIL,CONSUMER DISCRETIONARY,5
1810,RETAIL,CONSUMER ELECTRONICS,1
1811,RETAIL,CONSUMER GOODS,1
1812,RETAIL,DISTRIBUTORS,2
1813,RETAIL,DIVERSIFIED CONSUMER SERVICES,4
1814,RETAIL,DIVERSIFIED FINANCIAL SERVICES,1
1815,RETAIL,DIVERSIFIED TELECOMMUNICATION SERVICES,2
1816,RETAIL,EDUCATION SERVICES,1
1817,RETAIL,ELECTRIC UTILITIES,1
1818,RETAIL,FAMILY SERVICES,1
1819,RETAIL,FOOD AND BEVERAGES,1
1820,RETAIL,FOOD AND STAPLES RETAILING,15
1821,RETAIL,FOOD PRODUCTS,24
1822,RETAIL,GAS UTILITIES,3
1823,RETAIL,HEALTH CARE EQUIPMENT AND SUPPLIES,2
1824,RETAIL,HEALTH CARE PROVIDERS AND SERVICES,4
1825,RETAIL,HEALTHCARE PROVIDERS AND SERVICES,1
1826,RETAIL,"HOTELS, RESTAURANTS AND LEISURE",4
1827,RETAIL,HOUSEHOLD DURABLES,9
1828,RETAIL,INDUSTRIAL CONGLOMERATES,1
1829,RETAIL,INSURANCE,3
1830,RETAIL,INTERNET SOFTWARE AND SERVICES,21
1831,RETAIL,INVESTMENT BANKING,1
1832,RETAIL,LEISURE PRODUCTS,6
1833,RETAIL,LOGISTICS AND SUPPLY CHAIN,1
1834,RETAIL,LUXURY GOODS AND JEWELRY,1
1835,RETAIL,MACHINERY,2
1836,RETAIL,MEDIA,4
1837,RETAIL,PERSONAL PRODUCTS,7
1838,RETAIL,PHARMACEUTICALS,1
1839,RETAIL,PRINTING,1
1840,RETAIL,PROFESSIONAL SERVICES,2
1841,RETAIL,RENEWABLES AND ENVIRONMENT,1
1842,RETAIL,RETAIL,150
1843,RETAIL,SPECIALIZED CONSUMER SERVICES,1
1844,RETAIL,SPECIALTY RETAIL,33
1845,RETAIL,STAFFING AND RECRUITING,1
1846,RETAIL,SUPERMARKETS,1
1847,RETAIL,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",2
1848,RETAIL,"TEXTILES, APPAREL AND LUXURY GOODS",112
1849,RETAIL,TRANSPORTATION,1
1850,RETAIL,TRANSPORTATION/TRUCKING/RAILROAD,1
1851,SECURITY AND INVESTIGATIONS,AEROSPACE AND DEFENSE,1
1852,SECURITY AND INVESTIGATIONS,COMMERCIAL SERVICES AND SUPPLIES,1
1853,SECURITY AND INVESTIGATIONS,COMMUNICATIONS EQUIPMENT,2
1854,SECURITY AND INVESTIGATIONS,DIVERSIFIED CONSUMER SERVICES,8
1855,SECURITY AND INVESTIGATIONS,EDUCATION SERVICES,1
1856,SECURITY AND INVESTIGATIONS,FOOD AND STAPLES RETAILING,1
1857,SECURITY AND INVESTIGATIONS,GOVERNMENT ADMINISTRATION,2
1858,SECURITY AND INVESTIGATIONS,INTERNET SOFTWARE AND SERVICES,1
1859,SECURITY AND INVESTIGATIONS,MANAGEMENT CONSULTING,1
1860,SECURITY AND INVESTIGATIONS,PROFESSIONAL SERVICES,1
1861,SECURITY AND INVESTIGATIONS,SECURITY AND INVESTIGATIONS,6
1862,SEMICONDUCTORS,BIOTECHNOLOGY,1
1863,SEMICONDUCTORS,BUILDING MATERIALS,1
1864,SEMICONDUCTORS,CHEMICALS,2
1865,SEMICONDUCTORS,COMMUNICATIONS EQUIPMENT,2
1866,SEMICONDUCTORS,DIVERSIFIED CONSUMER SERVICES,1
1867,SEMICONDUCTORS,ELECTRICAL EQUIPMENT,2
1868,SEMICONDUCTORS,"ELECTRONIC EQUIPMENT, INSTRUMENTS AND COMPONENTS",1
1869,SEMICONDUCTORS,HOUSEHOLD DURABLES,5
1870,SEMICONDUCTORS,INDUSTRIAL CONGLOMERATES,4
1871,SEMICONDUCTORS,INTERNET SOFTWARE AND SERVICES,4
1872,SEMICONDUCTORS,RENEWABLE ELECTRICITY,1
1873,SEMICONDUCTORS,SEMICONDUCTORS,11
1874,SEMICONDUCTORS,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",25
1875,SEMICONDUCTORS,TOBACCO,1
1876,SEMICONDUCTORS,WIRELESS TELECOMMUNICATION SERVICES,1
1877,SHIPBUILDING,MARINE,1
1878,SHIPBUILDING,SHIPBUILDING,1
1879,SPORTING GOODS,LEISURE PRODUCTS,4
1880,SPORTING GOODS,MEDICAL DEVICES,1
1881,SPORTING GOODS,SPORTING GOODS,7
1882,SPORTING GOODS,"TEXTILES, APPAREL AND LUXURY GOODS",6
1883,SPORTS,AUTOMOTIVE,1
1884,SPORTS,COMMUNICATIONS EQUIPMENT,6
1885,SPORTS,DIVERSIFIED FINANCIAL SERVICES,2
1886,SPORTS,FINANCIAL SERVICES,1
1887,SPORTS,"HOTELS, RESTAURANTS AND LEISURE",1
1888,SPORTS,LEISURE PRODUCTS,19
1889,SPORTS,SPORTING GOODS,1
1890,SPORTS,SPORTS,24
1891,SPORTS,"TEXTILES, APPAREL AND LUXURY GOODS",2
1892,STAFFING AND RECRUITING,BIOTECHNOLOGY,1
1893,STAFFING AND RECRUITING,COMMUNICATIONS EQUIPMENT,4
1894,STAFFING AND RECRUITING,COMPUTER SOFTWARE,1
1895,STAFFING AND RECRUITING,CONSUMER GOODS,1
1896,STAFFING AND RECRUITING,DIVERSIFIED FINANCIAL SERVICES,1
1897,STAFFING AND RECRUITING,HIGHER EDUCATION,1
1898,STAFFING AND RECRUITING,HOSPITAL AND HEALTH CARE,1
1899,STAFFING AND RECRUITING,INFORMATION TECHNOLOGY AND SERVICES,3
1900,STAFFING AND RECRUITING,INTERNET SOFTWARE AND SERVICES,1
1901,STAFFING AND RECRUITING,LEGAL SERVICES,1
1902,STAFFING AND RECRUITING,PROFESSIONAL SERVICES,22
1903,STAFFING AND RECRUITING,REAL ESTATE,1
1904,STAFFING AND RECRUITING,SPECIALIZED CONSUMER SERVICES,1
1905,STAFFING AND RECRUITING,STAFFING AND RECRUITING,17
1906,SUPERMARKETS,FOOD AND STAPLES RETAILING,7
1907,SUPERMARKETS,FOOD PRODUCTS,1
1908,SUPERMARKETS,RETAIL,2
1909,SUPERMARKETS,SUPERMARKETS,7
1910,TELECOMMUNICATIONS,AEROSPACE AND DEFENSE,1
1911,TELECOMMUNICATIONS,AIR FREIGHT AND LOGISTICS,1
1912,TELECOMMUNICATIONS,CAPITAL MARKETS,1
1913,TELECOMMUNICATIONS,COMMERCIAL SERVICES AND SUPPLIES,1
1914,TELECOMMUNICATIONS,COMMUNICATIONS EQUIPMENT,40
1915,TELECOMMUNICATIONS,COMPUTER AND NETWORK SECURITY,1
1916,TELECOMMUNICATIONS,COMPUTER GAMES,1
1917,TELECOMMUNICATIONS,COMPUTER SOFTWARE,3
1918,TELECOMMUNICATIONS,CONSTRUCTION,1
1919,TELECOMMUNICATIONS,CONSUMER ELECTRONICS,1
1920,TELECOMMUNICATIONS,DISTRIBUTORS,1
1921,TELECOMMUNICATIONS,DIVERSIFIED CONSUMER SERVICES,6
1922,TELECOMMUNICATIONS,DIVERSIFIED FINANCIAL SERVICES,1
1923,TELECOMMUNICATIONS,DIVERSIFIED TELECOMMUNICATION SERVICES,93
1924,TELECOMMUNICATIONS,EDUCATION SERVICES,1
1925,TELECOMMUNICATIONS,ELECTRICAL EQUIPMENT,4
1926,TELECOMMUNICATIONS,"ELECTRONIC EQUIPMENT, INSTRUMENTS AND COMPONENTS",1
1927,TELECOMMUNICATIONS,FAMILY SERVICES,1
1928,TELECOMMUNICATIONS,FINANCIAL SERVICES,1
1929,TELECOMMUNICATIONS,FURNITURE,1
1930,TELECOMMUNICATIONS,GAS UTILITIES,1
1931,TELECOMMUNICATIONS,HEALTH CARE PROVIDERS AND SERVICES,1
1932,TELECOMMUNICATIONS,"HOTELS, RESTAURANTS AND LEISURE",2
1933,TELECOMMUNICATIONS,HOUSEHOLD DURABLES,6
1934,TELECOMMUNICATIONS,INDUSTRIAL CONGLOMERATES,3
1935,TELECOMMUNICATIONS,INFORMATION TECHNOLOGY AND SERVICES,5
1936,TELECOMMUNICATIONS,INTERNET SOFTWARE AND SERVICES,17
1937,TELECOMMUNICATIONS,IT SERVICES,1
1938,TELECOMMUNICATIONS,MARKETING AND ADVERTISING,1
1939,TELECOMMUNICATIONS,MEDIA,5
1940,TELECOMMUNICATIONS,NEWSPAPERS,1
1941,TELECOMMUNICATIONS,PROFESSIONAL SERVICES,6
1942,TELECOMMUNICATIONS,ROAD AND RAIL,1
1943,TELECOMMUNICATIONS,SPECIALIZED CONSUMER SERVICES,1
1944,TELECOMMUNICATIONS,SPECIALTY RETAIL,1
1945,TELECOMMUNICATIONS,TELECOMMUNICATIONS,122
1946,TELECOMMUNICATIONS,"TEXTILES, APPAREL AND LUXURY GOODS",1
1947,TELECOMMUNICATIONS,TRANSPORTATION,2
1948,TELECOMMUNICATIONS,UTILITIES,1
1949,TELECOMMUNICATIONS,WIRELESS TELECOMMUNICATION SERVICES,47
1950,TEXTILES,APPAREL AND FASHION,4
1951,TEXTILES,CONSTRUCTION AND ENGINEERING,1
1952,TEXTILES,DIVERSIFIED TELECOMMUNICATION SERVICES,1
1953,TEXTILES,INDUSTRIAL CONGLOMERATES,1
1954,TEXTILES,SPECIALTY RETAIL,1
1955,TEXTILES,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
1956,TEXTILES,TEXTILES,5
1957,TEXTILES,"TEXTILES, APPAREL AND LUXURY GOODS",2
1958,THINK TANKS,COMMERCIAL SERVICES AND SUPPLIES,1
1959,THINK TANKS,INTERNET SOFTWARE AND SERVICES,1
1960,THINK TANKS,MEDIA,1
1961,THINK TANKS,PROFESSIONAL SERVICES,2
1962,THINK TANKS,"TEXTILES, APPAREL AND LUXURY GOODS",1
1963,THINK TANKS,THINK TANKS,2
1964,THINK TANKS,TRADING COMPANIES AND DISTRIBUTORS,1
1965,TOBACCO,TOBACCO,8
1966,TRANSLATION AND LOCALIZATION,INTERNET SOFTWARE AND SERVICES,1
1967,TRANSLATION AND LOCALIZATION,MEDIA,1
1968,TRANSLATION AND LOCALIZATION,PROFESSIONAL SERVICES,5
1969,TRANSLATION AND LOCALIZATION,TRANSLATION AND LOCALIZATION,3
1970,TRANSPORTATION/TRUCKING/RAILROAD,AIR FREIGHT AND LOGISTICS,8
1971,TRANSPORTATION/TRUCKING/RAILROAD,AUTOMOTIVE,3
1972,TRANSPORTATION/TRUCKING/RAILROAD,BUILDING MATERIALS,1
1973,TRANSPORTATION/TRUCKING/RAILROAD,COMMERCIAL SERVICES AND SUPPLIES,2
1974,TRANSPORTATION/TRUCKING/RAILROAD,COMMUNICATIONS EQUIPMENT,2
1975,TRANSPORTATION/TRUCKING/RAILROAD,CONSTRUCTION AND ENGINEERING,1
1976,TRANSPORTATION/TRUCKING/RAILROAD,DIVERSIFIED CONSUMER SERVICES,2
1977,TRANSPORTATION/TRUCKING/RAILROAD,FINANCIAL SERVICES,1
1978,TRANSPORTATION/TRUCKING/RAILROAD,GAS UTILITIES,2
1979,TRANSPORTATION/TRUCKING/RAILROAD,GOVERNMENT ADMINISTRATION,1
1980,TRANSPORTATION/TRUCKING/RAILROAD,"HOTELS, RESTAURANTS AND LEISURE",2
1981,TRANSPORTATION/TRUCKING/RAILROAD,INFORMATION TECHNOLOGY AND SERVICES,1
1982,TRANSPORTATION/TRUCKING/RAILROAD,INTERNET SOFTWARE AND SERVICES,1
1983,TRANSPORTATION/TRUCKING/RAILROAD,"LEISURE, TRAVEL AND TOURISM",1
1984,TRANSPORTATION/TRUCKING/RAILROAD,LOGISTICS AND SUPPLY CHAIN,2
1985,TRANSPORTATION/TRUCKING/RAILROAD,MANAGEMENT CONSULTING,1
1986,TRANSPORTATION/TRUCKING/RAILROAD,MARITIME,2
1987,TRANSPORTATION/TRUCKING/RAILROAD,ROAD AND RAIL,11
1988,TRANSPORTATION/TRUCKING/RAILROAD,"TEXTILES, APPAREL AND LUXURY GOODS",1
1989,TRANSPORTATION/TRUCKING/RAILROAD,TRANSPORTATION,24
1990,TRANSPORTATION/TRUCKING/RAILROAD,TRANSPORTATION/TRUCKING/RAILROAD,49
1991,UTILITIES,AUTOMOTIVE,1
1992,UTILITIES,CONSTRUCTION AND ENGINEERING,1
1993,UTILITIES,DIVERSIFIED CONSUMER SERVICES,6
1994,UTILITIES,DIVERSIFIED FINANCIAL SERVICES,1
1995,UTILITIES,ELECTRIC UTILITIES,10
1996,UTILITIES,ELECTRICAL EQUIPMENT,9
1997,UTILITIES,ELECTRICAL/ELECTRONIC MANUFACTURING,1
1998,UTILITIES,FACILITIES SERVICES,1
1999,UTILITIES,GAS UTILITIES,7
2000,UTILITIES,GOVERNMENT ADMINISTRATION,1
2001,UTILITIES,OIL AND ENERGY,1
2002,UTILITIES,PROFESSIONAL SERVICES,3
2003,UTILITIES,RENEWABLE ELECTRICITY,1
2004,UTILITIES,RENEWABLES AND ENVIRONMENT,1
2005,UTILITIES,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
2006,UTILITIES,UTILITIES,119
2007,VENTURE CAPITAL AND PRIVATE EQUITY,BANKS,1
2008,VENTURE CAPITAL AND PRIVATE EQUITY,CAPITAL MARKETS,31
2009,VENTURE CAPITAL AND PRIVATE EQUITY,COMMUNICATIONS EQUIPMENT,1
2010,VENTURE CAPITAL AND PRIVATE EQUITY,CONSTRUCTION AND ENGINEERING,1
2011,VENTURE CAPITAL AND PRIVATE EQUITY,DIVERSIFIED FINANCIAL SERVICES,8
2012,VENTURE CAPITAL AND PRIVATE EQUITY,GAS UTILITIES,1
2013,VENTURE CAPITAL AND PRIVATE EQUITY,INTERNET SOFTWARE AND SERVICES,1
2014,VENTURE CAPITAL AND PRIVATE EQUITY,VENTURE CAPITAL AND PRIVATE EQUITY,15
2015,VETERINARY,HEALTH CARE PROVIDERS AND SERVICES,1
2016,VETERINARY,VETERINARY,1
2017,WAREHOUSING,AIR FREIGHT AND LOGISTICS,1
2018,WAREHOUSING,AUTOMOTIVE,2
2019,WAREHOUSING,GOVERNMENT ADMINISTRATION,1
2020,WAREHOUSING,"LEISURE, TRAVEL AND TOURISM",1
2021,WAREHOUSING,PERSONAL PRODUCTS,1
2022,WAREHOUSING,WAREHOUSING,3
2023,WAREHOUSING,WHOLESALE,1
2024,WHOLESALE,APPAREL AND FASHION,1
2025,WHOLESALE,BUILDING MATERIALS,1
2026,WHOLESALE,CONSTRUCTION AND ENGINEERING,1
2027,WHOLESALE,DIVERSIFIED CONSUMER SERVICES,2
2028,WHOLESALE,ELECTRICAL EQUIPMENT,1
2029,WHOLESALE,FOOD AND STAPLES RETAILING,1
2030,WHOLESALE,GAS UTILITIES,1
2031,WHOLESALE,HOSPITAL AND HEALTH CARE,1
2032,WHOLESALE,HOUSEHOLD DURABLES,1
2033,WHOLESALE,INDUSTRIAL CONGLOMERATES,2
2034,WHOLESALE,INTERNET SOFTWARE AND SERVICES,1
2035,WHOLESALE,IT SERVICES,1
2036,WHOLESALE,LEISURE PRODUCTS,1
2037,WHOLESALE,MACHINERY,2
2038,WHOLESALE,PHARMACEUTICALS,1
2039,WHOLESALE,RENEWABLE ELECTRICITY,1
2040,WHOLESALE,RETAIL,1
2041,WHOLESALE,SPECIALTY RETAIL,2
2042,WHOLESALE,STAFFING AND RECRUITING,1
2043,WHOLESALE,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
2044,WHOLESALE,"TEXTILES, APPAREL AND LUXURY GOODS",2
2045,WHOLESALE,WAREHOUSING,1
2046,WHOLESALE,WHOLESALE,26
2047,WHOLESALE,WIRELESS TELECOMMUNICATION SERVICES,1
2048,WINE AND SPIRITS,BEVERAGES,2
2049,WINE AND SPIRITS,CAPITAL MARKETS,1
2050,WINE AND SPIRITS,COMMUNICATIONS EQUIPMENT,1
2051,WINE AND SPIRITS,FOOD PRODUCTS,1
2052,WINE AND SPIRITS,INTERNET SOFTWARE AND SERVICES,1
2053,WINE AND SPIRITS,RETAIL,1
2054,WINE AND SPIRITS,WINE AND SPIRITS,9
2055,WIRELESS,COMMUNICATIONS EQUIPMENT,11
2056,WIRELESS,DIVERSIFIED FINANCIAL SERVICES,1
2057,WIRELESS,DIVERSIFIED TELECOMMUNICATION SERVICES,5
2058,WIRELESS,MARINE,1
2059,WIRELESS,MEDIA,1
2060,WIRELESS,PUBLISHING,1
2061,WIRELESS,TRANSPORTATION,1
2062,WIRELESS,WIRELESS,4
2063,WIRELESS,WIRELESS TELECOMMUNICATION SERVICES,14
2064,WRITING AND EDITING,COMMERCIAL SERVICES AND SUPPLIES,1
2065,WRITING AND EDITING,COMMUNICATIONS EQUIPMENT,1
2066,WRITING AND EDITING,EDUCATION SERVICES,1
2067,WRITING AND EDITING,INFORMATION TECHNOLOGY AND SERVICES,1
2068,WRITING AND EDITING,MEDIA,2
2069,WRITING AND EDITING,PHARMACEUTICALS,1
2070,WRITING AND EDITING,PROFESSIONAL SERVICES,1
2071,WRITING AND EDITING,SPECIALIZED CONSUMER SERVICES,1
2072,WRITING AND EDITING,WRITING AND EDITING,1
